Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0,Graduate,No,1744.0,767.0,181.0,360,1,Rural,Y
Female,Yes,0,Graduate,No,6896.0,0.0,155.0,360,1,Urban,Y
Female,No,1,Not Graduate,No,7989.0,0.0,163.0,360,1,Rural,Y
Male,Yes,2,Graduate,No,3314.0,2283.0,231.0,360,1,Semiurban,Y
Male,No,3+,Not Graduate,No,5180.0,0.0,170.0,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,1500.0,2143.0,197.0,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,2431.0,0.0,84.0,180,1,Urban,Y
Male,Yes,1,Graduate,Yes,7506.0,2104.0,74.0,360,0,Urban,N
Female,No,3+,Graduate,No,4174.0,769.0,250.0,360,1,Rural,Y
Female,No,0,Graduate,No,2761.0,3991.0,152.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,5705.0,2150.0,104.0,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,4051.0,3701.0,105.0,180,1,Semiurban,Y
Female,No,0,Graduate,No,4164.0,315.0,103.0,360,1,Urban,Y
Female,No,3+,Graduate,No,6827.0,1695.0,99.0,360,1,Urban,Y
Male,No,0,Graduate,Yes,2644.0,0.0,62.0,360,1,Semiurban,Y
Male,No,1,Graduate,Yes,3208.0,897.0,47.0,180,0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,5539.0,1154.0,132.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,7333.0,366.0,106.0,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,7924.0,0.0,217.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,3737.0,0.0,164.0,360,1,Rural,Y
Female,Yes,3+,Graduate,No,7262.0,0.0,162.0,300,1,Urban,Y
Female,No,1,Graduate,No,3475.0,0.0,97.0,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,9218.0,2667.0,137.0,360,1,Semiurban,Y
Female,No,2,Graduate,No,2706.0,0.0,168.0,360,1,Urban,Y
Male,Yes,2,Graduate,No,8123.0,0.0,192.0,180,1,Urban,Y
Female,Yes,0,Not Graduate,No,3756.0,4645.0,139.0,360,1,Urban,Y
Female,No,3+,Not Graduate,No,9629.0,518.0,215.0,360,1,Urban,Y
Female,Yes,3+,Graduate,Yes,6501.0,2146.0,146.0,360,1,Semiurban,Y
Male,No,0,Not Graduate,No,2965.0,2692.0,197.0,360,1,Urban,N
Female,No,3+,Not Graduate,No,4051.0,2726.0,113.0,120,0,Semiurban,Y
Male,No,3+,Not Graduate,No,6919.0,0.0,27.0,360,0,Urban,N
Female,Yes,2,Graduate,No,7516.0,1207.0,162.0,360,0,Urban,N
Male,Yes,1,Graduate,No,5044.0,0.0,192.0,360,1,Urban,Y
Male,Yes,1,Graduate,No,5298.0,5759.0,182.0,180,1,Urban,N
Male,No,3+,Graduate,No,6868.0,0.0,172.0,360,0,Rural,N
Female,No,0,Graduate,No,5490.0,0.0,122.0,360,1,Urban,Y
Male,No,3+,Graduate,No,2354.0,0.0,93.0,300,1,Urban,Y
Female,No,3+,Graduate,No,3411.0,0.0,181.0,360,0,Urban,N
Male,Yes,2,Graduate,No,5717.0,3899.0,173.0,180,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,7874.0,5718.0,109.0,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,8755.0,791.0,217.0,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,6915.0,0.0,88.0,360,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,5832.0,0.0,107.0,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,6847.0,1185.0,251.0,180,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,3733.0,1062.0,201.0,360,1,Rural,Y
Male,Yes,3+,Not Graduate,No,4863.0,493.0,122.0,360,1,Semiurban,N
Male,No,2,Not Graduate,No,3387.0,1976.0,164.0,360,1,Urban,Y
Female,No,2,Graduate,No,2453.0,2272.0,155.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,5934.0,2149.0,20.0,360,1,Rural,Y
Male,Yes,3+,Graduate,Yes,5608.0,1063.0,86.0,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,6713.0,0.0,142.0,300,1,Rural,Y
Male,Yes,3+,Not Graduate,No,6401.0,2732.0,122.0,360,1,Rural,Y
Male,Yes,3+,Graduate,No,5734.0,1621.0,161.0,180,1,Urban,Y
Female,No,0,Graduate,Yes,6425.0,3110.0,218.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,5106.0,2943.0,124.0,300,1,Semiurban,Y
Male,Yes,3+,Graduate,Yes,6108.0,0.0,76.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,3602.0,0.0,166.0,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,6013.0,316.0,124.0,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,6671.0,0.0,135.0,360,1,Semiurban,Y
Female,No,2,Graduate,Yes,3727.0,2884.0,126.0,360,1,Semiurban,Y
Female,No,3+,Not Graduate,No,5314.0,2197.0,291.0,300,1,Urban,Y
Female,No,0,Graduate,No,3828.0,3469.0,20.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,4042.0,2274.0,120.0,360,1,Rural,Y
Male,No,3+,Graduate,No,2725.0,1955.0,145.0,240,1,Semiurban,Y
Male,No,1,Not Graduate,Yes,7985.0,3640.0,94.0,360,1,Urban,Y
Male,No,1,Graduate,No,7545.0,2399.0,203.0,360,1,Rural,Y
Female,No,3+,Not Graduate,No,6382.0,1716.0,198.0,120,1,Rural,Y
Female,Yes,0,Graduate,No,9539.0,4117.0,142.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,4784.0,1796.0,127.0,240,1,Urban,Y
Female,No,1,Not Graduate,No,11870.0,1083.0,138.0,300,1,Semiurban,Y
Male,No,3+,Graduate,No,4699.0,176.0,138.0,360,1,Urban,Y
Female,No,0,Graduate,No,5761.0,2795.0,140.0,360,1,Urban,Y
Male,No,1,Not Graduate,No,4325.0,3703.0,133.0,360,1,Semiurban,Y
Male,No,0,Graduate,No,6019.0,1514.0,161.0,360,1,Rural,Y
Female,Yes,3+,Graduate,No,7038.0,3823.0,194.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,4949.0,0.0,65.0,360,1,Rural,Y
Male,No,1,Graduate,No,9109.0,1506.0,77.0,360,1,Rural,Y
Male,No,1,Graduate,No,5726.0,1532.0,31.0,360,1,Urban,Y
Male,Yes,0,Graduate,No,5795.0,364.0,201.0,360,1,Urban,Y
Male,No,3+,Graduate,No,3200.0,5653.0,161.0,360,0,Semiurban,N
Male,Yes,2,Not Graduate,No,6121.0,1487.0,178.0,360,0,Semiurban,N
Female,Yes,1,Graduate,Yes,4905.0,907.0,52.0,240,1,Semiurban,Y
Female,No,1,Graduate,No,3862.0,1644.0,261.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,3492.0,0.0,105.0,360,1,Semiurban,Y
Male,No,2,Not Graduate,Yes,11078.0,308.0,156.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,4620.0,3272.0,201.0,360,1,Semiurban,Y
Female,No,1,Graduate,Yes,1995.0,531.0,81.0,360,1,Urban,Y
Female,No,2,Graduate,No,3664.0,191.0,109.0,300,1,Urban,Y
Female,No,2,Not Graduate,No,5087.0,3826.0,157.0,360,1,Urban,N
Female,No,2,Graduate,Yes,6403.0,3878.0,331.0,360,1,Rural,Y
Male,Yes,0,Graduate,No,6421.0,2479.0,165.0,120,1,Rural,Y
Male,No,1,Graduate,No,6689.0,826.0,249.0,180,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,3781.0,1193.0,223.0,300,1,Urban,Y
Female,No,3+,Graduate,No,5949.0,233.0,169.0,360,0,Semiurban,N
Male,Yes,2,Graduate,No,3273.0,0.0,81.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,3837.0,0.0,214.0,360,1,Semiurban,Y
Male,No,2,Graduate,No,3181.0,549.0,48.0,240,1,Urban,Y
Female,No,0,Not Graduate,No,2586.0,0.0,249.0,360,1,Rural,Y
Female,No,0,Graduate,No,7541.0,0.0,158.0,360,1,Urban,Y
Male,No,2,Graduate,No,6715.0,1973.0,20.0,360,1,Semiurban,Y
Male,No,3+,Not Graduate,No,7349.0,1999.0,123.0,360,0,Rural,N
Male,Yes,3+,Graduate,No,5286.0,4491.0,188.0,240,1,Semiurban,N
Female,Yes,2,Graduate,No,6909.0,464.0,130.0,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,1500.0,2103.0,191.0,360,1,Rural,Y
Male,Yes,3+,Graduate,No,7099.0,2132.0,90.0,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,5590.0,1168.0,60.0,360,1,Semiurban,Y
Female,No,1,Graduate,No,6580.0,2865.0,140.0,240,1,Semiurban,Y
Male,No,3+,Graduate,No,6036.0,2918.0,147.0,180,1,Rural,Y
Male,No,2,Graduate,No,3028.0,2157.0,122.0,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,1904.0,1165.0,225.0,360,1,Semiurban,Y
Female,No,1,Graduate,No,3633.0,992.0,90.0,360,0,Semiurban,N
Female,No,3+,Graduate,No,6443.0,0.0,165.0,360,1,Urban,Y
Male,No,1,Graduate,Yes,6718.0,230.0,149.0,360,0,Semiurban,N
Female,Yes,2,Not Graduate,No,2191.0,543.0,44.0,180,1,Urban,Y
Female,Yes,3+,Not Graduate,No,3042.0,0.0,59.0,360,1,Semiurban,Y
Male,No,2,Not Graduate,No,3609.0,2348.0,146.0,360,1,Semiurban,N
Female,Yes,0,Graduate,No,4414.0,3634.0,274.0,360,0,Urban,N
Female,Yes,1,Graduate,No,2203.0,56.0,183.0,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,2071.0,2082.0,33.0,360,1,Semiurban,Y
Male,No,3+,Graduate,No,3392.0,0.0,20.0,240,0,Urban,N
Female,No,2,Not Graduate,No,5390.0,1082.0,193.0,300,1,Urban,N
Female,Yes,1,Graduate,No,2603.0,426.0,139.0,360,1,Rural,Y
Male,Yes,2,Graduate,No,4945.0,2623.0,219.0,480,1,Rural,Y
Female,No,2,Not Graduate,Yes,7529.0,446.0,88.0,240,1,Semiurban,N
Female,No,1,Graduate,No,2336.0,3320.0,168.0,240,1,Urban,Y
Male,No,1,Graduate,No,4746.0,1182.0,200.0,360,1,Urban,Y
Female,Yes,3+,Graduate,No,7454.0,496.0,116.0,180,1,Urban,Y
Male,No,2,Graduate,No,4280.0,0.0,117.0,180,0,Semiurban,N
Female,Yes,0,Not Graduate,Yes,3938.0,2030.0,147.0,360,1,Rural,Y
Male,No,2,Graduate,No,7760.0,3122.0,180.0,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,4526.0,2065.0,144.0,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,7630.0,5406.0,208.0,360,1,Rural,Y
Male,Yes,2,Not Graduate,No,6144.0,4031.0,115.0,360,0,Semiurban,N
Female,Yes,3+,Graduate,No,4446.0,1077.0,59.0,360,1,Urban,Y
Male,No,1,Graduate,No,6255.0,1059.0,274.0,360,0,Semiurban,N
Female,Yes,1,Not Graduate,No,5905.0,2398.0,106.0,360,1,Urban,Y
Female,Yes,0,Graduate,No,7446.0,175.0,108.0,360,1,Rural,Y
Female,Yes,2,Graduate,No,3994.0,3583.0,141.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,5291.0,2215.0,149.0,360,0,Semiurban,N
Male,No,1,Graduate,No,5065.0,2036.0,120.0,240,1,Semiurban,Y
Female,No,2,Not Graduate,No,6749.0,2768.0,144.0,480,1,Rural,Y
Female,No,1,Not Graduate,Yes,2945.0,4529.0,142.0,360,0,Semiurban,Y
Female,No,1,Graduate,Yes,7437.0,1891.0,156.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,6226.0,1408.0,20.0,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,2303.0,4165.0,267.0,360,1,Rural,Y
Male,No,0,Graduate,No,7858.0,3245.0,135.0,360,1,Semiurban,Y
Male,No,3+,Graduate,No,10115.0,1054.0,183.0,360,1,Urban,Y
Female,No,0,Not Graduate,No,7404.0,1609.0,55.0,360,1,Rural,N
Male,Yes,1,Graduate,Yes,8339.0,1932.0,114.0,360,1,Urban,Y
Female,No,2,Graduate,No,5388.0,2215.0,101.0,360,1,Urban,Y
Male,Yes,0,Graduate,No,1545.0,0.0,241.0,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,1500.0,0.0,107.0,300,0,Urban,N
Male,No,2,Graduate,No,5761.0,91.0,194.0,480,1,Semiurban,N
Female,Yes,2,Graduate,No,3898.0,0.0,103.0,480,1,Urban,Y
Female,Yes,1,Graduate,Yes,3188.0,505.0,116.0,480,1,Urban,Y
Female,No,0,Graduate,No,5062.0,2679.0,129.0,180,1,Urban,Y
Female,Yes,3+,Not Graduate,No,6554.0,1313.0,228.0,360,1,Urban,Y
Female,No,1,Not Graduate,No,2004.0,1934.0,22.0,360,1,Rural,N
Female,Yes,3+,Graduate,Yes,4212.0,0.0,59.0,360,0,Semiurban,N
Female,Yes,0,Graduate,No,8522.0,815.0,20.0,180,1,Semiurban,Y
Male,No,0,Graduate,No,2834.0,2598.0,74.0,360,1,Semiurban,Y
Male,No,3+,Graduate,No,7113.0,2611.0,92.0,240,1,Semiurban,Y
Male,Yes,3+,Graduate,No,4134.0,368.0,40.0,360,0,Urban,N
Male,No,3+,Not Graduate,No,6401.0,1875.0,97.0,300,1,Urban,Y
Female,No,3+,Not Graduate,No,7614.0,5338.0,20.0,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,6831.0,1570.0,79.0,180,1,Semiurban,Y
Male,No,3+,Not Graduate,Yes,7200.0,422.0,223.0,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,2666.0,1305.0,171.0,360,0,Rural,N
Female,No,0,Graduate,No,7650.0,1757.0,157.0,480,1,Rural,Y
Female,No,0,Graduate,No,3324.0,1343.0,80.0,360,1,Urban,Y
Male,No,3+,Graduate,No,5771.0,1547.0,45.0,360,1,Urban,Y
Male,No,1,Not Graduate,Yes,5768.0,0.0,71.0,360,1,Urban,Y
Female,Yes,3+,Graduate,No,6267.0,0.0,142.0,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,5941.0,1346.0,201.0,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,3344.0,1319.0,204.0,360,1,Rural,Y
Male,No,1,Graduate,No,2230.0,637.0,186.0,360,1,Urban,Y
Female,No,1,Not Graduate,No,7119.0,1299.0,97.0,360,1,Rural,Y
Female,Yes,2,Graduate,No,5609.0,1704.0,147.0,360,1,Semiurban,Y
Female,No,3+,Not Graduate,Yes,7729.0,3112.0,124.0,360,1,Rural,Y
Female,No,3+,Not Graduate,Yes,5102.0,1431.0,132.0,300,1,Semiurban,Y
Female,No,2,Graduate,No,2109.0,2278.0,277.0,180,1,Urban,Y
Male,Yes,0,Graduate,No,7325.0,679.0,30.0,360,1,Urban,Y
Female,No,3+,Graduate,Yes,4385.0,2573.0,130.0,360,1,Rural,Y
Male,No,2,Graduate,No,5952.0,2239.0,224.0,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,3776.0,3072.0,50.0,180,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,8817.0,2813.0,103.0,480,1,Semiurban,Y
Male,Yes,3+,Graduate,No,3272.0,2601.0,111.0,480,1,Semiurban,Y
Male,Yes,3+,Graduate,No,4458.0,1433.0,130.0,360,1,Rural,Y
Male,No,2,Graduate,No,5436.0,2016.0,41.0,360,1,Urban,Y
Female,No,2,Graduate,No,2797.0,3408.0,184.0,360,1,Urban,N
Male,No,2,Graduate,No,5927.0,491.0,188.0,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,8746.0,532.0,178.0,360,0,Semiurban,N
Female,No,1,Graduate,No,4121.0,1908.0,88.0,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,6069.0,2306.0,151.0,360,1,Urban,Y
Female,No,0,Graduate,No,1500.0,199.0,87.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,5114.0,1473.0,123.0,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,4511.0,1440.0,285.0,360,1,Urban,Y
Male,No,3+,Graduate,No,3399.0,0.0,151.0,240,1,Urban,N
Male,Yes,2,Graduate,No,7579.0,1227.0,68.0,240,1,Semiurban,Y
Male,No,1,Graduate,Yes,4482.0,1333.0,157.0,360,1,Rural,Y
Female,No,1,Not Graduate,No,4810.0,1328.0,57.0,360,1,Rural,Y
Male,No,2,Graduate,No,4370.0,4007.0,67.0,360,1,Semiurban,Y
Male,No,2,Not Graduate,No,1500.0,0.0,77.0,360,1,Urban,Y
Male,Yes,0,Graduate,No,2710.0,198.0,116.0,360,0,Rural,N
Female,No,2,Graduate,Yes,7314.0,0.0,206.0,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,1500.0,782.0,183.0,360,0,Semiurban,N
Female,No,2,Graduate,No,3514.0,927.0,179.0,360,0,Urban,N
Male,Yes,3+,Graduate,No,4321.0,733.0,74.0,360,1,Urban,Y
Male,Yes,3+,Graduate,No,9036.0,3483.0,110.0,360,1,Semiurban,Y
Male,No,2,Not Graduate,No,6891.0,3063.0,163.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,3974.0,1732.0,104.0,360,0,Urban,Y
Male,No,1,Graduate,No,8070.0,970.0,127.0,360,1,Rural,Y
Male,No,0,Graduate,No,3571.0,3345.0,174.0,360,1,Semiurban,Y
Female,No,3+,Graduate,No,7420.0,1566.0,122.0,180,0,Semiurban,N
Female,No,3+,Graduate,No,2210.0,209.0,160.0,360,0,Urban,N
Female,No,3+,Graduate,No,7561.0,0.0,249.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,4307.0,850.0,134.0,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,2937.0,2883.0,222.0,360,1,Urban,Y
Female,Yes,3+,Not Graduate,No,4722.0,5470.0,181.0,360,0,Semiurban,Y
Male,No,2,Not Graduate,No,5810.0,1705.0,50.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,4112.0,299.0,73.0,360,0,Rural,N
Female,Yes,1,Graduate,No,6419.0,0.0,91.0,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,3917.0,2538.0,89.0,300,1,Rural,Y
Female,Yes,2,Not Graduate,No,6565.0,0.0,139.0,360,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,6173.0,2536.0,185.0,360,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,5066.0,2990.0,227.0,360,1,Urban,Y
Female,Yes,3+,Graduate,No,4229.0,2342.0,165.0,360,1,Urban,Y
Male,Yes,0,Graduate,No,5533.0,1227.0,116.0,360,0,Urban,N
Male,Yes,1,Graduate,No,6411.0,2560.0,20.0,300,1,Semiurban,Y
Male,Yes,3+,Graduate,No,9736.0,1891.0,150.0,360,0,Semiurban,N
Female,No,3+,Graduate,No,7267.0,277.0,147.0,240,1,Urban,Y
Male,Yes,3+,Graduate,No,7347.0,4746.0,157.0,360,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,11995.0,1002.0,282.0,360,1,Urban,Y
Male,Yes,3+,Graduate,Yes,6335.0,2919.0,226.0,360,1,Semiurban,Y
Female,No,3+,Graduate,No,6266.0,0.0,196.0,360,1,Rural,Y
Female,No,3+,Not Graduate,No,6749.0,3770.0,82.0,360,1,Rural,N
Female,No,0,Graduate,Yes,2980.0,4097.0,112.0,360,0,Semiurban,N
Male,Yes,2,Graduate,No,4223.0,1651.0,139.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,4086.0,2550.0,95.0,360,1,Urban,N
Male,Yes,3+,Not Graduate,No,6625.0,2549.0,178.0,360,1,Urban,Y
Male,No,0,Graduate,No,4817.0,507.0,168.0,240,1,Semiurban,Y
Male,No,3+,Graduate,No,5504.0,2530.0,74.0,360,0,Urban,Y
Female,No,0,Graduate,No,7592.0,225.0,223.0,360,1,Semiurban,Y
Female,No,1,Graduate,No,7099.0,565.0,152.0,360,1,Urban,Y
Female,No,2,Graduate,Yes,4844.0,3516.0,33.0,300,1,Rural,Y
Male,No,1,Graduate,No,3726.0,3257.0,142.0,360,0,Rural,N
Male,No,2,Graduate,Yes,7698.0,399.0,163.0,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,6903.0,353.0,208.0,360,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,1666.0,502.0,123.0,360,1,Urban,Y
Male,No,2,Graduate,No,4511.0,2845.0,199.0,360,1,Urban,Y
Male,Yes,2,Graduate,Yes,5564.0,0.0,157.0,360,0,Semiurban,Y
Female,Yes,1,Not Graduate,No,6913.0,2206.0,60.0,480,0,Semiurban,Y
Female,No,1,Graduate,No,7202.0,2870.0,53.0,300,0,Semiurban,N
Male,Yes,1,Graduate,No,5825.0,1450.0,218.0,240,1,Semiurban,Y
Female,No,1,Not Graduate,No,6488.0,3317.0,223.0,360,1,Semiurban,Y
Female,No,2,Graduate,No,5341.0,1083.0,166.0,480,1,Urban,Y
Female,Yes,1,Graduate,No,3718.0,1236.0,242.0,360,1,Urban,Y
Female,No,1,Graduate,No,4625.0,0.0,214.0,120,1,Semiurban,Y
Male,No,1,Graduate,No,5242.0,3329.0,189.0,360,1,Semiurban,Y
Female,No,0,Graduate,Yes,5124.0,297.0,86.0,180,1,Rural,Y
Male,Yes,2,Not Graduate,No,1500.0,2195.0,258.0,360,1,Semiurban,Y
Female,No,3+,Graduate,No,4326.0,1479.0,180.0,360,1,Semiurban,Y
Female,No,1,Graduate,Yes,5324.0,0.0,120.0,360,1,Rural,Y
Female,No,3+,Graduate,No,4581.0,565.0,102.0,360,1,Urban,Y
Female,Yes,2,Graduate,No,4657.0,3951.0,162.0,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,6274.0,1943.0,36.0,360,1,Semiurban,Y
Female,No,1,Graduate,No,2826.0,0.0,190.0,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,1618.0,2119.0,83.0,360,0,Urban,N
Female,Yes,0,Graduate,No,4434.0,1352.0,169.0,360,1,Rural,Y
Male,Yes,1,Graduate,No,6881.0,7472.0,111.0,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,8913.0,2085.0,128.0,360,1,Urban,Y
Female,Yes,3+,Graduate,Yes,6921.0,953.0,96.0,360,1,Urban,Y
Male,Yes,0,Graduate,No,1970.0,4014.0,135.0,360,1,Urban,Y
Female,No,3+,Graduate,No,4689.0,0.0,268.0,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,5765.0,1760.0,235.0,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,5591.0,4991.0,168.0,360,1,Urban,Y
Female,Yes,2,Graduate,No,6386.0,1402.0,143.0,360,1,Rural,Y
Male,No,3+,Graduate,No,3182.0,0.0,200.0,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,5343.0,927.0,218.0,240,1,Semiurban,Y
Male,No,0,Graduate,No,6125.0,4073.0,91.0,240,1,Semiurban,Y
Female,No,0,Not Graduate,No,7016.0,2239.0,140.0,360,0,Semiurban,N
Female,No,1,Graduate,No,3427.0,174.0,27.0,360,1,Semiurban,Y
Male,No,1,Graduate,No,4441.0,435.0,218.0,300,1,Urban,Y
Male,Yes,3+,Graduate,No,1500.0,649.0,279.0,360,0,Semiurban,Y
Male,No,1,Graduate,No,3833.0,2214.0,150.0,360,1,Rural,Y
Male,Yes,0,Graduate,No,4046.0,3875.0,20.0,360,1,Semiurban,Y
Male,No,3+,Not Graduate,No,2957.0,3389.0,185.0,300,1,Rural,N
Male,No,0,Graduate,No,5564.0,2375.0,86.0,360,1,Semiurban,Y
Male,No,0,Graduate,No,5077.0,0.0,102.0,480,1,Semiurban,Y
Male,No,1,Graduate,No,1500.0,0.0,186.0,360,1,Urban,Y
Female,Yes,1,Graduate,No,5674.0,2507.0,162.0,180,1,Semiurban,Y
Male,No,2,Graduate,No,3158.0,0.0,113.0,360,1,Urban,Y
Male,No,3+,Graduate,No,6269.0,1217.0,103.0,240,1,Urban,Y
Male,No,3+,Graduate,No,2380.0,2117.0,153.0,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,5266.0,0.0,118.0,180,1,Urban,N
Male,No,3+,Graduate,No,4577.0,0.0,73.0,480,1,Rural,Y
Female,Yes,2,Graduate,Yes,5867.0,1440.0,123.0,360,0,Rural,N
Male,Yes,0,Not Graduate,No,5474.0,2456.0,167.0,360,1,Semiurban,N
Male,Yes,3+,Graduate,No,4639.0,3405.0,133.0,360,1,Urban,Y
Male,No,0,Graduate,No,1820.0,2632.0,53.0,120,1,Rural,Y
Male,Yes,2,Graduate,No,1950.0,1725.0,209.0,360,1,Semiurban,N
Female,Yes,3+,Graduate,No,3915.0,331.0,20.0,240,1,Urban,Y
Male,Yes,0,Graduate,No,5182.0,0.0,116.0,360,0,Semiurban,N
Male,No,1,Graduate,No,3862.0,732.0,105.0,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,6575.0,2297.0,155.0,180,1,Urban,Y
Female,No,3+,Graduate,No,4586.0,2172.0,182.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,3077.0,0.0,218.0,120,1,Semiurban,Y
Female,No,2,Graduate,No,4588.0,264.0,99.0,240,1,Urban,Y
Female,No,1,Graduate,No,5697.0,3648.0,183.0,360,0,Semiurban,N
Male,Yes,0,Not Graduate,No,5915.0,1735.0,158.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,9332.0,0.0,34.0,360,1,Semiurban,Y
Male,Yes,3+,Graduate,No,3728.0,5605.0,269.0,360,1,Rural,Y
Male,No,2,Graduate,No,5038.0,1551.0,51.0,360,1,Rural,Y
Female,No,0,Graduate,No,6137.0,2253.0,172.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,5148.0,2279.0,170.0,240,1,Semiurban,Y
Female,Yes,1,Graduate,No,4099.0,975.0,163.0,480,1,Semiurban,Y
Male,Yes,2,Graduate,No,1792.0,363.0,113.0,240,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,4076.0,5207.0,199.0,360,1,Urban,N
Male,Yes,0,Graduate,No,2838.0,3305.0,44.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,1500.0,2997.0,141.0,360,1,Semiurban,Y
Female,No,1,Not Graduate,No,3450.0,2580.0,108.0,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,2896.0,0.0,101.0,360,1,Rural,Y
Female,No,3+,Graduate,No,6484.0,3772.0,173.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,6522.0,167.0,215.0,360,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,3211.0,2082.0,123.0,360,1,Urban,Y
Male,No,3+,Graduate,No,4627.0,0.0,196.0,360,1,Urban,Y
Male,No,0,Graduate,No,1500.0,0.0,148.0,120,1,Semiurban,Y
Female,Yes,3+,Not Graduate,No,4112.0,2141.0,87.0,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,6078.0,225.0,128.0,360,0,Urban,N
Male,Yes,2,Graduate,No,7015.0,0.0,126.0,360,1,Urban,Y
Female,No,0,Graduate,No,3631.0,2519.0,100.0,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,7514.0,5204.0,173.0,360,0,Semiurban,Y
Female,No,2,Not Graduate,No,1865.0,3962.0,160.0,360,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,2455.0,1163.0,42.0,360,1,Semiurban,Y
Female,No,0,Graduate,No,6761.0,1615.0,38.0,180,1,Urban,Y
Male,Yes,3+,Not Graduate,No,8876.0,3109.0,173.0,480,1,Urban,Y
